Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCF3	182.78564019247378	0.02079895385282519	0.015873309035533995	1.3103098923018917	0.19009102231035144	0.9998737737122831
ABCG1	1057.4129591405228	0.005280714216262307	0.012113646511160694	0.4359310147771783	0.6628867818479479	0.9998737737122831
ABCG2	65.94451163917714	0.0456124912077148	0.03965567951780375	1.150213330406725	0.2500560171161056	0.9998737737122831
ABCG4	438.77597612701646	0.009046589883323502	0.047499746557347455	0.19045554006064772	0.8489521793587569	0.9998737737122831
ABCG5	94.33000781418458	-0.022219473388047122	0.030808784442896243	-0.721205779125453	0.47078291665969935	0.9998737737122831
ABCG8	56.11659131197102	-0.04594741593526873	0.06453489074538529	-0.711977899157663	0.47647846184083126	0.9998737737122831
ABHD1	35.40587517889625	-0.009585754828568752	0.022085667890540277	-0.43402603335688655	0.6642695364830292	0.9998737737122831
ABHD10	297.2266233618665	-0.023116846891548384	0.010772313445128388	-2.1459500792749973	0.03187696171622887	0.6870974106837403
ABHD11	13.853495170513124	0.015133216577885559	0.028088693002669477	0.5387654233839694	0.5900487245656412	0.9998737737122831
ABHD11-AS1	0.9285702436446498	0.07395797647948082	0.06322832556336672	1.1696969011991465	0.2421229656375203	0.9998737737122831
ABHD12	1118.4425311940083	0.011255004076035656	0.008794683843106162	1.279750844580735	0.20063277656281173	0.9998737737122831
ABHD12B	144.36865089238762	-0.06769679803676396	0.041529535136594284	-1.6300880280528844	0.10308289361569628	0.9623915236123457
ABHD13	214.3622882962028	-0.02735027677843273	0.012956183029391118	-2.110982587725767	0.03477380853113165	0.7017137047305179
ABHD14A	0	NA	NA	NA	NA	NA
ABHD14A-ACY1	31.41818473116305	0.005991812762254674	0.026947818732801523	0.22234871110221988	0.8240424350273393	0.9998737737122831
ABHD14B	80.790185726510245	0.017447647943290175	0.015250464059324498	1.1440732475692938	0.25259326127300535	0.9998737737122831
ABHD15	9.489496039251845	0.016879708812639168	0.0659339086574269	0.25600952766718477	0.7979434804098609	0.9998737737122831
ABHD16A	192.70496991382487	0.008695808187684291	0.012141850203732932	0.7161847693534237	0.47387726630769306	0.9998737737122831
ABHD16B	4.976497822423964	0.052457612941429116	0.03349460537717378	1.5661510965935554	0.11731324829916306	0.9985195337283569
ABHD17A	37.99050346861234	0.017873308256003775	0.026487939479180767	0.6747715604700774	0.49982091161726827	0.9998737737122831
ABHD17B	1220.0777680466103	-0.020544598792961076	0.012528372039806548	-1.6398458417170623	0.1010372239281223	0.958763671318685
ABHD17C	618.0887786316468	0.014119645982889688	0.016147916856859866	0.8743942706697465	0.3819035764259775	0.9998737737122831
ABHD18	1172.3444252180223	-0.011090282586745236	0.01410439343142095	-0.7862998604419915	0.43169183422496743	0.9998737737122831
ABHD2	4657.724918140948	-0.005951332752511701	0.012335950880840326	-0.48243810388018465	0.6294947583151184	0.9998737737122831
ABHD3	377.9126772066415	0.01646266608733989	0.020248114908037084	0.813046852119817	0.41619119646958264	0.9998737737122831
ABHD4	85.34514508720275	-0.019978523514373372	0.026072010241442293	-0.7662824358137476	0.44350826693485684	0.9998737737122831
ABHD5	463.05271280546623	0.010401052315733517	0.01945964564583425	0.5344934077954335	0.593000209147133	0.9998737737122831
ABHD6	1998.048476029971	0.003704981135552627	0.019055887413400585	0.1944271109067946	0.8458414635037503	0.9998737737122831
ABHD8	130.7182700559647	0.0071395911485237955	0.020832843117254314	0.3427084391861328	0.7318178132517476	0.9998737737122831
ABI1	3502.0057928249817	0.0025426517607944937	0.019860671125277913	0.12802446325986952	0.8981296134596521	0.9998737737122831
ABI2	4467.77979597499	0.007760631607765109	0.011654439695902779	0.6658948701320603	0.5054782996509704	0.9998737737122831
ABI3	10.09490625735271	0.01140573064488837	0.04476023487206636	0.2548183823764154	0.7988633767596005	0.9998737737122831
ABI3BP	545.3168599384933	-0.0599500042301036	0.02847082306570536	-2.1056645988684677	0.035233496989847526	0.705371121357976
ABL1	2272.2216571013855	0.0142803988344014	0.010648648756744277	1.3410526688052293	0.17990335298010898	0.9998737737122831
ABL2	2211.4332972463762	0.010342739645842421	0.009510654007105563	1.0874898443487897	0.27682038436800754	0.9998737737122831
ABLIM1	12197.774429124805	0.00837072001342615	0.05592925130303712	0.14966622685634978	0.8810279550595163	0.9998737737122831
ABLIM2	1890.902443953722	0.02216800785875542	0.031635612261661276	0.7007295346586511	0.48347182066499217	0.9998737737122831
ABLIM3	3630.725494897703	0.011809529447395438	0.029998065397606185	0.3936763684880101	0.6938199905780569	0.9998737737122831
ABO	6.35683061583486	0.07543233454215194	0.04372149298510888	1.7252918277023035	0.08447489397810616	0.9147544674894077
ABR	1070.4669521332942	0.03027087284937256	0.03428600058457702	0.8828930856108483	0.37729403978735443	0.9998737737122831
ABRA	55.30988206052733	0.05965187519077301	0.055911110984074426	1.0669055602877233	0.2860144837628085	0.9998737737122831
ABRACL	43.71379586671875	0.013580619676333727	0.07944011627714066	0.17095417671539367	0.8642597967661423	0.9998737737122831
ABT1	31.12245827819128	-0.022473709744854246	0.020988925115919915	-1.0707413371925432	0.2842857504531122	0.9998737737122831
ABTB1	202.77782379653956	0.006683117100922661	0.022120131441385405	0.3021282725480989	0.7625542805549894	0.9998737737122831
