Gene	1992_astro_50	1992_astro_100	1992_astro_200	1992_astro_300	1992_astro_400	1992_astro_500	1992_astro_600	1992_astro_800	1992_astro_1000	1992_astro_1200	1993_astro_50	1993_astro_100	1993_astro_200	1993_astro_300	1993_astro_400	1993_astro_500	1993_astro_600	1993_astro_800	1993_astro_1000	1993_astro_1200	1855_oligo_50	1855_oligo_100	1855_oligo_200	1855_oligo_300	1855_oligo_400	1855_oligo_500	1855_oligo_600	1855_oligo_800	1855_oligo_1000	1855_oligo_1200	1856_oligo_50	1856_oligo_100	1856_oligo_200	1856_oligo_300	1856_oligo_400	1856_oligo_500	1856_oligo_600	1856_oligo_800	1856_oligo_1000	1856_oligo_1200	1857_opc_50	1857_opc_100	1857_opc_200	1857_opc_300	1857_opc_400	1857_opc_500	1857_opc_600	1857_opc_800	1857_opc_1000	1857_opc_1200	1858_opc_50	1858_opc_100	1858_opc_200	1858_opc_300	1858_opc_400	1858_opc_500	1858_opc_600	1858_opc_800	1858_opc_1000	1858_opc_1200
Kcnq5	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3	3	4	6	8	10	1	2	2	2	2	3	3	4	6	7	9	21	40	59	72	91	106	131	165	190	13	29	52	66	87	116	139	167	199	245
Rims1	2	8	14	18	23	30	31	39	45	50	3	3	6	10	19	26	33	42	54	62	1	5	9	16	23	27	31	42	51	56	1	1	3	8	11	11	12	16	19	26	12	29	63	97	131	161	195	271	332	388	13	37	79	116	165	213	251	323	410	493
Smap1	1	2	6	7	11	12	16	24	30	38	4	4	11	11	17	20	24	34	40	47	1	3	7	12	17	18	21	29	37	50	0	2	6	13	18	22	26	33	38	44	0	2	5	10	14	22	25	34	45	56	2	6	15	20	24	31	38	44	52	67
Col9a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	2	3	4	4	4	5	7	8	9	0	0	2	3	3	3	3	5	7	7
Col19a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	5	5	6	0	0	1	1	2	2	2	3	3	5	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	2	3	3	3	4	4	5
Lgsn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931428L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	3	4	5	0	0	0	1	1	1	1	3	3	4	0	0	0	0	0	1	1	1	1	1	0	0	1	2	2	3	3	3	3	4
Dst	25	54	104	161	210	257	307	412	533	641	21	44	78	109	152	194	227	293	376	452	18	37	74	107	139	182	218	284	343	421	17	36	73	119	156	204	232	309	377	442	25	39	68	104	136	168	202	295	371	448	29	50	85	122	157	192	232	321	412	499
Ptpn18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
Plekhb2	0	1	4	5	7	8	10	14	17	17	1	1	2	4	6	6	6	10	12	14	0	0	0	1	3	3	3	4	4	4	0	0	1	1	1	2	3	3	3	5	0	0	0	1	1	2	2	2	2	5	0	0	1	1	2	5	7	10	12	13
Lman2l	0	1	2	4	5	5	10	13	15	18	1	1	3	3	3	3	3	6	7	9	0	0	0	1	1	1	2	2	2	3	0	0	0	2	2	3	4	5	8	10	1	1	1	2	2	2	2	2	4	4	0	0	2	5	7	9	12	15	18	20
Fam178b	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	0	0	1	3	3	3	5	6	7	7	0	0	0	0	0	1	1	2	3	3	0	0	0	0	0	1	1	1	1	1
Uggt1	0	1	2	6	10	14	17	23	31	37	1	2	4	6	8	13	16	23	30	34	1	3	6	13	16	17	22	33	39	47	0	2	4	9	15	19	19	25	31	35	2	6	10	12	16	20	25	35	42	48	1	2	6	11	14	16	19	23	28	35
Inpp4a	0	2	8	13	22	32	46	59	70	83	2	5	15	22	28	36	44	54	69	83	0	0	0	3	3	3	3	4	7	9	0	0	1	1	2	3	3	6	6	7	4	6	18	24	28	32	41	52	61	71	2	4	11	20	25	31	40	57	74	84
4930594C11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnga3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Mgat4a	0	0	1	3	4	7	8	9	10	12	1	1	2	3	6	8	10	11	16	22	2	4	4	5	6	7	11	13	16	19	2	2	3	3	3	3	6	10	10	12	2	5	10	16	19	27	32	42	58	68	2	6	14	16	21	25	29	36	45	52
Tmem131	3	6	18	25	33	42	47	53	68	80	3	6	15	20	32	36	41	59	71	84	1	3	6	9	11	13	22	37	47	55	0	2	5	8	14	18	20	26	39	47	2	4	10	13	18	22	31	37	47	58	3	5	13	16	24	31	35	44	52	64
2010300C02Rik	1	1	1	1	2	2	2	2	2	3	0	0	0	0	1	1	3	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0	1	3
Mitd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	1	1	1	2	2	2	2	3	5	5	0	0	0	1	1	2	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
Eif5b	2	3	9	12	13	18	22	26	31	40	2	3	6	6	9	10	14	23	29	42	2	5	9	11	15	17	22	26	28	34	1	3	6	7	12	16	24	33	48	52	2	3	5	7	11	15	15	24	28	30	3	5	9	10	15	21	26	29	31	44
Aff3	13	21	32	46	62	83	93	121	144	181	5	9	27	39	53	68	75	106	136	172	1	1	3	3	4	8	11	16	20	27	1	2	4	8	11	13	13	17	21	25	0	1	1	4	6	6	6	10	14	21	1	2	3	3	4	7	9	12	14	19
Rfx8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
Npas2	3	6	13	17	20	23	27	30	42	49	3	6	12	19	24	29	35	49	57	70	1	1	1	1	1	1	2	2	6	6	0	0	0	0	0	0	2	3	5	5	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	2	2	2	3	3
Tbc1d8	0	0	1	1	2	2	3	4	4	5	0	0	0	1	3	3	3	3	5	5	1	1	1	1	1	2	2	2	2	3	0	0	1	1	2	2	3	3	3	5	2	4	8	9	11	14	17	19	20	21	2	2	2	4	5	7	9	15	17	20
Map4k4	17	34	63	101	125	152	178	260	331	385	15	24	55	78	111	138	160	204	250	295	10	18	39	51	72	93	111	159	211	265	12	27	49	75	99	127	151	190	240	302	8	15	37	56	75	97	122	152	199	244	9	20	48	74	92	125	154	196	234	281
Il1r1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	4	4
Slc9a2	0	0	0	1	1	1	1	1	1	1	0	0	1	2	2	2	3	3	5	5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	1	1	1	1	1	0	2	2	2	2	2	2	3	3	3
Il1r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps9	1	1	5	6	8	8	8	12	16	24	2	2	5	7	11	12	15	18	22	28	2	4	9	13	15	19	21	27	30	43	2	3	5	8	10	11	13	26	30	37	2	2	5	8	10	13	16	23	26	30	1	1	3	4	7	8	10	12	16	20
Nck2	6	8	19	27	30	33	37	49	65	74	1	5	8	9	10	11	13	19	24	32	2	2	5	8	9	14	16	19	23	25	0	2	2	3	4	5	8	8	9	11	1	1	2	2	2	4	6	9	14	17	2	3	4	6	9	10	12	20	24	29
Uxs1	0	0	3	8	11	12	16	19	25	29	1	5	8	10	12	15	17	26	29	32	1	2	5	6	9	9	9	12	13	18	2	2	7	10	13	14	18	22	29	34	0	0	3	5	5	6	6	9	12	15	0	1	5	6	8	10	11	12	15	21
Gulp1	0	0	2	4	4	6	12	14	20	27	0	1	2	6	8	12	15	18	23	31	0	0	1	2	2	2	2	2	2	2	0	0	1	1	1	1	3	4	4	5	0	1	2	3	5	7	8	9	11	12	1	1	1	1	1	2	4	5	8	9
Ercc5	0	0	1	2	3	4	5	5	7	10	0	0	0	3	8	11	11	13	16	18	2	2	5	9	11	13	18	21	25	27	1	1	2	5	5	7	12	15	17	19	0	2	3	3	3	7	7	12	17	21	1	3	5	6	10	13	15	21	29	36
Col5a2	0	0	1	1	2	3	4	5	8	9	0	0	1	1	2	3	4	4	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	2	3	3	3	3	3	0	0	0	0	0	0	0	1	1	1
Dnah7c	1	1	2	3	5	6	10	13	16	25	0	1	6	13	15	18	20	25	35	41	0	0	0	1	1	2	2	4	5	5	0	0	0	0	0	0	0	0	1	2	0	1	1	1	1	1	1	2	2	3	0	0	0	0	1	1	1	2	2	2
Tmeff2	1	2	4	6	10	11	13	21	26	30	2	2	5	10	12	16	19	26	31	39	98	218	476	730	945	1154	1403	1885	2361	2801	106	214	408	653	840	1052	1245	1631	2054	2454	61	118	237	357	445	553	681	904	1108	1340	44	92	172	262	338	403	490	669	830	990
9330175M20Rik	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	1	2	8	12	15	22	28	44	53	60	1	2	5	10	14	20	24	28	36	45	0	0	1	1	4	5	7	12	12	16	1	1	3	3	3	3	3	3	6	8
Stat4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	0	0	0	2	2	2	2	2	3	3	1	1	1	2	3	3	3	3	4	4	0	0	0	0	2	2	2	4	4	5
Gls	0	1	3	6	8	9	11	18	19	23	0	0	1	5	6	9	12	17	21	22	5	7	15	21	25	34	41	58	71	91	2	3	7	11	16	23	28	52	71	84	3	9	15	20	25	37	44	66	78	92	6	9	17	28	37	49	58	73	94	112
Mfsd6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	4	10	13	19	24	31	41	47	55	6	9	11	13	15	19	24	34	45	52	1	1	4	5	7	8	11	13	18	24	2	6	7	8	10	12	14	19	23	30
Asnsd1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pms1	1	1	2	2	2	2	4	4	4	6	1	1	2	2	3	4	4	5	7	7	0	2	3	5	7	8	9	18	26	28	0	1	3	5	7	8	13	19	25	29	3	3	4	5	8	11	17	23	27	32	3	5	9	13	20	22	23	25	33	39
Hecw2	0	0	2	3	3	4	4	6	7	9	0	0	0	0	1	1	2	4	4	4	34	64	137	214	294	378	458	629	782	923	33	60	123	189	249	310	373	474	593	701	8	14	36	56	90	112	131	172	227	271	13	20	40	58	75	92	113	160	198	235
Ccdc150	0	0	4	5	8	8	8	8	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	2	2	2	3	3	3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Rftn2	0	2	7	12	20	25	31	41	62	77	6	11	21	30	37	45	55	82	98	110	0	2	3	4	5	5	7	12	15	19	0	0	0	1	2	2	5	8	10	14	4	6	9	17	24	25	30	41	52	61	3	5	8	13	18	21	27	35	40	51
Boll	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	2	2	2	3	0	0	0	0	0	2	3	3	3	4
Ankrd44	1	5	9	13	16	21	26	33	39	44	1	2	3	6	11	13	14	24	29	35	4	8	13	18	21	26	35	44	57	68	3	9	16	21	30	35	39	54	70	78	9	19	31	53	64	77	93	132	154	187	7	14	25	42	65	78	92	111	134	171
9130227L01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430016H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	0	0	0	0	1	1	1	3	4	5	0	0	0	0	0	2	3	3	3	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	2	3	3	3
Satb2	0	1	1	2	2	2	2	3	4	5	0	0	0	0	1	1	1	2	2	2	0	0	1	1	1	1	3	5	5	6	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	2	2	2	2	2	2
Aox1	3	3	7	9	12	12	19	22	27	34	2	3	8	11	15	20	22	33	43	51	0	0	1	2	3	3	5	6	7	7	0	0	0	2	3	3	3	3	3	4	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	3	3
Spats2l	0	1	1	3	5	8	12	14	19	26	0	1	4	5	5	6	8	11	16	19	1	3	4	6	7	8	11	14	18	23	0	1	2	4	4	4	6	7	13	15	0	4	11	16	19	22	25	36	46	56	2	3	8	10	11	17	28	40	50	61
Aox3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Ndufb3	0	1	1	4	4	4	4	4	4	5	0	0	0	1	2	3	3	4	4	4	0	0	2	2	2	2	2	4	4	4	0	0	1	1	1	2	2	2	2	2	0	0	0	0	2	2	3	3	4	6	0	0	2	2	3	5	6	9	13	13
Aox2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	2	0	0	0	0	1	1	1	2	3	3
Nif3l1	0	0	0	1	1	1	1	1	1	2	0	0	0	0	1	1	1	1	2	3	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	3	3
Stradb	0	0	3	3	3	3	4	4	4	7	0	0	0	0	1	1	2	2	3	4	1	1	1	1	1	2	3	5	7	7	0	0	2	2	2	3	3	6	9	10	1	1	1	1	1	1	1	1	1	4	1	1	2	2	2	3	3	4	4	4
Tmem237	0	0	1	1	1	2	2	4	4	7	0	1	1	4	5	6	6	7	9	11	1	1	1	1	1	1	2	2	4	7	0	0	1	2	2	2	2	3	4	4	0	1	1	1	1	3	4	5	6	6	2	2	4	4	4	4	4	5	5	6
Ica1l	1	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	3	3	5	0	0	0	0	0	0	1	1	1	1	0	0	3	3	3	4	5	6	10	13	1	1	2	3	5	5	5	5	8	12
Nbeal1	1	7	12	16	24	30	34	47	61	76	3	4	6	10	15	21	24	37	42	60	5	11	23	32	44	50	56	77	93	103	3	9	18	24	33	37	41	61	80	92	4	6	14	20	26	29	34	48	69	83	4	7	13	16	23	29	34	45	60	68
Abi2	0	2	6	14	21	23	29	47	60	68	2	5	14	18	22	23	29	38	42	54	1	2	2	5	8	14	16	27	31	40	1	2	3	7	11	13	16	21	27	34	4	6	12	21	25	30	34	48	60	73	2	5	9	14	15	24	31	50	65	82
Raph1	1	4	6	10	15	20	25	28	30	37	1	3	6	8	9	10	10	14	18	23	1	2	3	3	6	7	7	11	15	17	1	1	3	4	5	7	8	9	14	17	5	9	13	18	22	26	36	50	65	76	4	7	10	17	22	27	36	49	56	68
Nrp2	0	0	0	0	0	2	3	3	3	3	0	0	0	0	1	1	1	1	1	1	3	4	6	7	8	14	15	18	21	25	1	2	5	7	10	14	17	21	25	29	0	0	0	2	7	9	10	16	18	19	2	3	5	7	11	13	14	16	18	22
Ndufs1	1	2	5	6	7	7	8	11	13	15	1	1	1	1	4	5	8	12	18	21	1	4	5	7	9	14	14	21	23	26	2	2	3	5	5	5	5	7	9	12	2	3	5	5	6	7	7	11	12	17	1	3	3	3	4	5	8	10	14	18
Zdbf2	0	0	0	0	0	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam23	2	4	5	7	8	11	13	17	25	33	2	3	10	12	16	21	26	37	40	46	0	1	4	5	6	9	12	12	17	19	0	0	1	3	3	4	6	6	11	12	8	16	28	38	53	61	80	104	137	158	8	17	43	54	74	82	97	119	150	180
Klf7	5	11	17	27	35	42	45	67	86	103	5	8	23	34	40	43	49	65	73	88	5	16	24	31	42	48	53	74	90	102	4	5	15	22	30	47	55	75	98	117	4	8	20	24	26	35	40	55	74	85	4	6	16	27	35	46	58	77	92	109
Plekhm3	1	1	3	4	7	12	16	20	28	37	1	4	7	10	18	25	25	37	46	58	1	4	8	12	19	25	34	43	53	68	2	3	6	13	16	22	30	42	52	61	2	4	7	12	20	24	27	31	37	44	4	5	8	10	12	15	19	23	28	33
Pikfyve	1	3	5	8	11	17	20	24	32	36	2	4	11	17	20	23	26	35	39	51	1	5	11	13	19	26	29	38	55	60	5	7	11	13	17	20	31	44	49	60	0	1	3	5	10	12	14	17	24	32	2	3	7	10	12	15	20	25	31	39
Acadl	1	2	2	5	5	6	7	9	10	12	1	2	5	7	9	10	11	14	18	21	0	1	3	4	7	8	10	16	20	24	0	0	2	5	7	8	10	13	16	23	0	0	2	3	4	4	4	4	6	7	0	1	1	1	2	2	2	4	5	8
Unc80	4	7	17	18	25	31	39	55	69	85	6	10	19	25	34	46	50	65	81	95	0	1	4	4	4	6	6	7	9	11	0	0	2	2	2	2	2	3	5	8	6	12	19	26	31	40	46	64	83	94	2	5	13	22	27	36	41	55	75	88
Map2	9	22	40	49	60	75	84	113	141	169	5	12	30	51	71	88	98	123	152	179	7	11	18	26	35	44	56	83	102	114	5	7	11	20	29	35	45	62	83	93	14	25	50	89	116	161	196	262	320	390	11	24	51	76	97	134	164	221	277	317
Rpe	0	1	3	5	7	9	12	16	19	25	1	2	5	8	9	13	16	19	25	32	0	0	1	4	4	4	8	9	14	21	0	2	5	7	7	12	14	19	20	25	0	2	4	6	7	11	15	17	24	27	0	0	1	3	6	8	9	11	14	15
Ikzf2	7	10	16	25	28	32	37	58	76	96	3	10	17	30	38	45	53	82	102	123	6	12	23	34	43	60	69	98	125	134	7	11	19	27	33	38	50	74	86	105	6	11	15	22	33	39	49	63	77	91	2	8	20	29	39	51	56	74	91	108
Bard1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	2	3	3	4	5	5	5	7	9	0	0	1	2	3	4	5	7	7	8
Vwc2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Atic	0	0	1	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	3	1	1	1	1	2	2	2	2	2	4	0	0	1	3	4	6	6	7	9	10
March4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarcal1	1	2	7	10	11	12	13	16	22	29	2	3	4	7	12	15	15	20	23	26	0	1	3	5	6	10	14	19	23	25	1	1	2	3	9	13	15	23	25	28	1	2	2	3	4	5	7	10	14	19	2	3	6	8	13	16	16	18	21	23
Pnkd	0	2	5	6	9	9	12	14	16	17	1	1	1	1	2	6	6	7	7	11	0	0	0	1	2	2	2	2	4	9	0	0	0	0	1	1	1	2	5	5	0	1	2	2	3	4	4	5	6	6	0	0	2	3	3	3	6	6	6	6
Tns1	4	10	14	21	31	44	52	67	90	107	1	6	10	13	19	30	30	38	49	63	0	0	2	2	2	3	4	4	8	8	0	0	2	3	4	4	5	7	9	10	0	0	0	2	3	3	5	6	6	6	0	0	3	3	5	5	6	6	8	8
6030407O03Rik	0	0	0	0	0	1	1	3	4	5	0	0	1	1	1	1	1	2	2	3	0	0	0	0	0	2	3	5	5	9	0	0	3	3	3	3	5	7	9	11	2	2	2	4	7	7	7	11	16	17	0	0	2	2	2	3	3	5	10	12
Nhej1	0	1	1	1	3	4	4	8	9	11	0	0	1	1	2	3	3	4	6	9	1	1	1	3	3	3	3	3	5	5	0	1	1	1	2	3	3	3	6	6	1	1	1	1	1	1	1	2	2	3	0	1	2	2	2	3	4	4	4	4
Des	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
Zfp142	3	4	4	5	6	8	8	11	15	20	0	0	1	1	5	7	10	12	12	15	0	0	1	3	3	3	5	7	10	12	1	1	1	3	3	5	6	8	14	14	0	1	1	1	2	3	3	8	8	9	0	0	0	0	0	0	1	3	5	6
Epha4	8	12	22	29	36	48	52	64	74	82	1	4	9	13	14	18	18	23	28	29	5	7	8	18	23	28	33	38	47	54	2	6	10	13	14	16	18	24	33	37	1	1	3	5	6	12	17	24	33	42	2	3	9	11	14	16	17	19	20	24
Mogat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
Pax3	12	28	45	73	101	117	139	196	249	295	9	22	42	66	90	114	134	191	240	301	0	1	1	1	1	1	1	1	2	3	0	0	0	1	1	1	1	1	1	2	0	2	7	11	13	18	21	29	39	43	1	2	4	9	11	13	18	22	32	40
Sgpp2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	1	2	2	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2
Serpine2	2	3	8	9	12	13	16	26	33	39	2	6	9	12	16	21	24	34	48	63	0	0	2	4	5	7	7	9	10	11	0	0	0	1	1	1	2	2	2	2	12	21	39	53	70	87	99	133	175	199	11	29	51	68	91	104	116	165	202	240
Nyap2	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	3	3	4	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	2	2	2	1	3	3	5	5	7	8	9	12	16	0	0	1	2	3	5	6	8	9	13
Col4a3	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	3	3	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1
Rhbdd1	4	5	12	18	27	40	48	63	80	104	3	6	14	24	31	37	40	52	63	75	1	3	5	8	10	14	17	22	26	27	0	0	0	0	1	4	5	10	16	19	2	2	2	3	6	7	7	8	11	12	3	3	6	6	8	9	10	12	14	17
Col4a4	0	0	0	0	1	1	3	3	4	5	0	2	3	4	5	5	6	7	8	9	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2
Sphkap	0	0	0	0	1	1	1	3	3	3	0	0	1	2	2	3	3	3	4	4	1	1	2	2	2	4	6	8	10	11	0	0	0	0	0	1	3	4	5	6	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	1	1	2	2
Trip12	3	6	15	29	40	52	63	78	94	112	6	9	17	26	33	37	44	62	84	100	6	14	27	40	57	67	76	97	118	145	6	11	28	41	53	65	79	106	124	150	4	14	30	49	60	76	91	122	150	175	10	14	33	54	64	77	97	123	150	177
Dner	0	0	0	0	0	1	1	2	2	3	0	0	0	0	1	1	1	1	5	6	1	2	6	8	10	13	14	23	28	37	2	2	3	5	5	7	9	13	21	27	7	10	25	37	46	64	74	98	125	157	8	11	20	30	45	58	68	101	130	154
Pid1	0	0	0	0	0	0	0	1	2	2	0	1	1	1	1	1	1	1	1	1	1	1	5	10	15	19	19	26	33	39	0	1	1	3	3	5	5	6	10	11	9	22	50	74	92	117	147	194	254	295	11	26	51	75	102	129	155	211	274	328
Sp110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A630001G21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	3	0	0	0	0	0	1	1	1	1	1
Armc9	1	4	6	10	12	13	17	22	30	32	2	2	4	5	7	9	11	15	18	29	2	4	6	6	7	8	9	9	10	11	0	0	0	0	0	0	0	7	12	14	1	1	2	3	5	5	9	12	13	14	0	2	3	4	5	5	5	7	10	11
Psmd1	4	5	9	11	12	12	13	18	22	30	0	0	3	6	9	10	13	17	22	24	2	4	6	6	7	13	14	18	25	31	2	2	4	6	12	13	13	17	18	22	1	1	4	9	12	14	16	24	29	36	0	1	3	6	9	10	16	24	29	34
Usp40	0	1	4	6	11	14	16	23	29	36	3	4	10	13	16	18	23	28	40	49	0	4	6	12	16	17	22	25	30	38	2	2	4	5	7	7	9	13	26	34	1	1	2	7	9	15	15	22	29	35	4	6	8	12	16	19	24	30	37	43
